ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [us],Runtime Improvement [us],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread],Grid Size,Block Size [block]
170,0.00,bitonic_sort_step,bitonic_sort_step..,"25,41","0,00","16,24","84,24",26," 4096,    1,    1","  512,    1,    1"
171,0.00,bitonic_sort_step,bitonic_sort_step..,"39,26","0,00","10,50","88,90",26," 4096,    1,    1","  512,    1,    1"
172,0.00,bitonic_sort_step,bitonic_sort_step..,"41,79","0,00","10,83","88,72",26," 4096,    1,    1","  512,    1,    1"
173,0.00,bitonic_sort_step,bitonic_sort_step..,"40,80","0,00","10,82","89,41",26," 4096,    1,    1","  512,    1,    1"
174,0.00,bitonic_sort_step,bitonic_sort_step..,"40,35","0,00","10,79","89,06",26," 4096,    1,    1","  512,    1,    1"
175,0.00,bitonic_sort_step,bitonic_sort_step..,"40,70","0,00","10,85","89,26",26," 4096,    1,    1","  512,    1,    1"
176,0.00,bitonic_sort_step,bitonic_sort_step..,"38,88","0,00","10,62","88,66",26," 4096,    1,    1","  512,    1,    1"
177,0.00,bitonic_sort_step,bitonic_sort_step..,"40,13","0,00","10,75","88,87",26," 4096,    1,    1","  512,    1,    1"
178,0.00,bitonic_sort_step,bitonic_sort_step..,"40,90","0,00","10,85","88,51",26," 4096,    1,    1","  512,    1,    1"
179,0.00,bitonic_sort_step,bitonic_sort_step..,"39,97","0,00","10,86","88,98",26," 4096,    1,    1","  512,    1,    1"
180,0.00,bitonic_sort_step,bitonic_sort_step..,"39,20","0,00","10,80","88,02",26," 4096,    1,    1","  512,    1,    1"
181,0.00,bitonic_sort_step,bitonic_sort_step..,"38,27","0,00","10,99","87,17",26," 4096,    1,    1","  512,    1,    1"
182,0.00,bitonic_sort_step,bitonic_sort_step..,"34,75","0,00","11,46","87,65",26," 4096,    1,    1","  512,    1,    1"
183,6.86,bitonic_sort_step,bitonic_sort_step..,"30,56","2,10","11,56","86,01",26," 4096,    1,    1","  512,    1,    1"
184,0.00,bitonic_sort_step,bitonic_sort_step..,"28,48","0,00","11,52","85,82",26," 4096,    1,    1","  512,    1,    1"
185,0.00,bitonic_sort_step,bitonic_sort_step..,"27,10","0,00","16,82","84,76",26," 4096,    1,    1","  512,    1,    1"
186,5.03,bitonic_sort_step,bitonic_sort_step..,"26,62","1,34","17,13","84,37",26," 4096,    1,    1","  512,    1,    1"
187,0.00,bitonic_sort_step,bitonic_sort_step..,"26,05","0,00","16,89","84,55",26," 4096,    1,    1","  512,    1,    1"
