ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [ms],Runtime Improvement [ms],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread],Grid Size,Block Size [block]
163,0.00,bitonic_sort_step,bitonic_sort_step..,"5,55","0,00","5,93","76,02",26,"262144,    1,    1","  512,    1,    1"
164,0.00,bitonic_sort_step,bitonic_sort_step..,"5,37","0,00","6,75","78,87",26,"262144,    1,    1","  512,    1,    1"
165,0.00,bitonic_sort_step,bitonic_sort_step..,"6,29","0,00","6,79","70,70",26,"262144,    1,    1","  512,    1,    1"
166,0.00,bitonic_sort_step,bitonic_sort_step..,"5,56","0,00","14,14","82,13",26,"262144,    1,    1","  512,    1,    1"
167,0.00,bitonic_sort_step,bitonic_sort_step..,"6,03","0,00","12,79","79,01",26,"262144,    1,    1","  512,    1,    1"
168,0.00,bitonic_sort_step,bitonic_sort_step..,"6,04","0,00","11,97","78,48",26,"262144,    1,    1","  512,    1,    1"
169,0.00,bitonic_sort_step,bitonic_sort_step..,"5,37","0,00","12,21","67,10",26,"262144,    1,    1","  512,    1,    1"
170,0.00,bitonic_sort_step,bitonic_sort_step..,"3,96","0,00","12,42","68,48",26,"262144,    1,    1","  512,    1,    1"
171,0.00,bitonic_sort_step,bitonic_sort_step..,"4,68","0,00","6,28","84,97",26,"262144,    1,    1","  512,    1,    1"
172,0.00,bitonic_sort_step,bitonic_sort_step..,"4,57","0,00","6,31","86,26",26,"262144,    1,    1","  512,    1,    1"
173,0.00,bitonic_sort_step,bitonic_sort_step..,"4,51","0,00","6,45","86,58",26,"262144,    1,    1","  512,    1,    1"
174,0.00,bitonic_sort_step,bitonic_sort_step..,"4,59","0,00","6,38","87,21",26,"262144,    1,    1","  512,    1,    1"
175,0.00,bitonic_sort_step,bitonic_sort_step..,"4,53","0,00","6,42","86,76",26,"262144,    1,    1","  512,    1,    1"
176,0.00,bitonic_sort_step,bitonic_sort_step..,"4,66","0,00","6,39","86,16",26,"262144,    1,    1","  512,    1,    1"
177,0.00,bitonic_sort_step,bitonic_sort_step..,"4,54","0,00","6,39","86,86",26,"262144,    1,    1","  512,    1,    1"
178,0.00,bitonic_sort_step,bitonic_sort_step..,"4,65","0,00","6,36","86,04",26,"262144,    1,    1","  512,    1,    1"
179,0.00,bitonic_sort_step,bitonic_sort_step..,"4,76","0,00","6,26","85,49",26,"262144,    1,    1","  512,    1,    1"
180,0.00,bitonic_sort_step,bitonic_sort_step..,"4,89","0,00","6,13","82,59",26,"262144,    1,    1","  512,    1,    1"
181,0.00,bitonic_sort_step,bitonic_sort_step..,"5,12","0,00","6,00","79,63",26,"262144,    1,    1","  512,    1,    1"
182,0.00,bitonic_sort_step,bitonic_sort_step..,"5,48","0,00","5,90","75,69",26,"262144,    1,    1","  512,    1,    1"
183,0.00,bitonic_sort_step,bitonic_sort_step..,"5,27","0,00","6,87","78,35",26,"262144,    1,    1","  512,    1,    1"
184,0.00,bitonic_sort_step,bitonic_sort_step..,"6,25","0,00","6,80","70,32",26,"262144,    1,    1","  512,    1,    1"
