ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [us],Runtime Improvement [us],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread],Grid Size,Block Size [block]
170,12.68,sum_and_store,sum_and_store..double..,"5,66","0,72","0,92","8,96",38,"  124,    1,    1","   32,    1,    1"
171,50.00,partial_spmv,partial_spmv..double..,"19,36","9,68","24,49","21,18",24," 3682,    1,    1","   32,    1,    1"
172,12.68,sum_and_store,sum_and_store..double..,"5,63","0,71","0,94","9,03",38,"  124,    1,    1","   32,    1,    1"
173,50.00,partial_spmv,partial_spmv..double..,"19,33","9,66","24,19","20,92",24," 3682,    1,    1","   32,    1,    1"
174,12.68,sum_and_store,sum_and_store..double..,"5,60","0,71","0,92","9,10",38,"  124,    1,    1","   32,    1,    1"
175,50.00,partial_spmv,partial_spmv..double..,"19,39","9,70","24,41","21,11",24," 3682,    1,    1","   32,    1,    1"
176,12.68,sum_and_store,sum_and_store..double..,"5,63","0,71","0,92","9,03",38,"  124,    1,    1","   32,    1,    1"
177,50.00,partial_spmv,partial_spmv..double..,"19,30","9,65","24,18","20,90",24," 3682,    1,    1","   32,    1,    1"
178,12.68,sum_and_store,sum_and_store..double..,"5,66","0,72","0,93","8,99",38,"  124,    1,    1","   32,    1,    1"
179,50.00,partial_spmv,partial_spmv..double..,"19,23","9,62","24,44","21,13",24," 3682,    1,    1","   32,    1,    1"
180,12.68,sum_and_store,sum_and_store..double..,"5,60","0,71","0,93","9,12",38,"  124,    1,    1","   32,    1,    1"
